,ind,title,text,label,tok_nums
114,114,frankenstein,"But I thought Werter himself a more divine being than I had ever beheld or imagined; his character contained no pretension, but it sank deep. The disquisitions upon death and suicide were calculated to fill me with wonder. I did not pretend to enter into the merits of the case, yet I inclined towards the opinions of the hero, whose extinction I wept, without precisely understanding it.",romantic_reunion,"[101, 2021, 1045, 2245, 2057, 19418, 2370, 1037, 2062, 7746, 2108, 2084, 1045, 2018, 2412, 2022, 24850, 2030, 8078, 1025, 2010, 2839, 4838, 2053, 3653, 29048, 1010, 2021, 2009, 7569, 2784, 1012, 1996, 4487, 2015, 15549, 28032, 8496, 2588, 2331, 1998, 5920, 2020, 10174, 2000, 6039, 2033, 2007, 4687, 1012, 1045, 2106, 2025, 9811, 2000, 4607, 2046, 1996, 22617, 1997, 1996, 2553, 1010, 2664, 1045, 13050, 2875, 1996, 10740, 1997, 1996, 5394, 1010, 3005, 14446, 1045, 24966, 1010, 2302, 10785, 4824, 2009, 1012, 102]"
115,115,frankenstein,"Why did I not die? More miserable than man ever was before, why did I not sink into forgetfulness and rest? Death snatches away many blooming children, the only hopes of their doting parents; how many brides and youthful lovers have been one day in the bloom of health and hope, and the next a prey for worms and the decay of the tomb! Of what materials was I made that I could thus resist so many shocks, which, like the turning of the wheel, continually renewed the torture?",hopeless_empty_agony,"[101, 2339, 2106, 1045, 2025, 3280, 1029, 2062, 13736, 2084, 2158, 2412, 2001, 2077, 1010, 2339, 2106, 1045, 2025, 7752, 2046, 5293, 20938, 1998, 2717, 1029, 2331, 23365, 2229, 2185, 2116, 13426, 2075, 2336, 1010, 1996, 2069, 8069, 1997, 2037, 11089, 2075, 3008, 1025, 2129, 2116, 8959, 2015, 1998, 22446, 10205, 2031, 2042, 2028, 2154, 1999, 1996, 13426, 1997, 2740, 1998, 3246, 1010, 1998, 1996, 2279, 1037, 8336, 2005, 16253, 1998, 1996, 13121, 1997, 1996, 8136, 999, 1997, 2054, 4475, 2001, 1045, 2081, 2008, 1045, 2071, 2947, 9507, 2061, 2116, 28215, 1010, 2029, 1010, 2066, 1996, 3810, 1997, 1996, 5217, 1010, 14678, 9100, 1996, 8639, 1029, 102]"
116,116,frankenstein,"

But I was doomed to live and in two months found myself as awaking from a dream, in a prison, stretched on a wretched bed, surrounded by gaolers, turnkeys, bolts, and all the miserable apparatus of a dungeon.",hopeless_empty_agony,"[101, 2021, 1045, 2001, 20076, 2000, 2444, 1998, 1999, 2048, 2706, 2179, 2870, 2004, 22091, 15495, 2013, 1037, 3959, 1010, 1999, 1037, 3827, 1010, 7121, 2006, 1037, 23277, 29574, 2793, 1010, 5129, 2011, 17377, 12910, 1010, 2735, 14839, 2015, 1010, 19947, 1010, 1998, 2035, 1996, 13736, 14709, 1997, 1037, 16633, 1012, 102]"
117,117,frankenstein,I was overcome by gloom and misery and often reflected I had better seek death than desire to remain in a world which to me was replete with wretchedness.,hopeless_empty_agony,"[101, 1045, 2001, 9462, 2011, 24067, 1998, 14624, 1998, 2411, 7686, 1045, 2018, 2488, 6148, 2331, 2084, 4792, 2000, 3961, 1999, 1037, 2088, 2029, 2000, 2033, 2001, 16360, 25890, 2007, 23277, 29574, 2791, 1012, 102]"
118,118,frankenstein,"At one time I considered whether I should not declare myself guilty and suffer the penalty of the law, less innocent than poor Justine had been.",guilt_penance_self_loathing,"[101, 2012, 2028, 2051, 1045, 2641, 3251, 1045, 2323, 2025, 13520, 2870, 5905, 1998, 9015, 1996, 6531, 1997, 1996, 2375, 1010, 2625, 7036, 2084, 3532, 26377, 2018, 2042, 1012, 102]"
119,119,frankenstein,"""on the whole earth there is no comfort which I am capable of receiving.�",hopeless_empty_agony,"[101, 1000, 2006, 1996, 2878, 3011, 2045, 2003, 2053, 7216, 2029, 1045, 2572, 5214, 1997, 4909, 1012, 102]"
120,120,frankenstein,"
""I am, by a course of strange events, become the most miserable of mortals. Persecuted and tortured as I am and have been, can death be any evil to me?�",hopeless_empty_agony,"[101, 1000, 1045, 2572, 1010, 2011, 1037, 2607, 1997, 4326, 2824, 1010, 2468, 1996, 2087, 13736, 1997, 23844, 1012, 27666, 1998, 12364, 2004, 1045, 2572, 1998, 2031, 2042, 1010, 2064, 2331, 2022, 2151, 4763, 2000, 2033, 1029, 102]"
121,121,frankenstein,"More than once the agitation into which these reflections threw me made my friends dread a dangerous relapse. Alas! Why did they preserve so miserable and detested a life? It was surely that I might fulfil my destiny, which is now drawing to a close. Soon, oh, very soon, will death extinguish these throbbings and relieve me from the mighty weight of anguish that bears me to the dust; and, in executing the award of justice, I shall also sink to rest. ",guilt_penance_self_loathing,"[101, 2062, 2084, 2320, 1996, 22356, 2046, 2029, 2122, 16055, 4711, 2033, 2081, 2026, 2814, 14436, 1037, 4795, 2128, 2721, 29251, 1012, 21862, 2015, 999, 2339, 2106, 2027, 7969, 2061, 13736, 1998, 20010, 17944, 1037, 2166, 1029, 2009, 2001, 7543, 2008, 1045, 2453, 11865, 10270, 4014, 2026, 10461, 1010, 2029, 2003, 2085, 5059, 2000, 1037, 2485, 1012, 2574, 1010, 2821, 1010, 2200, 2574, 1010, 2097, 2331, 4654, 3436, 27020, 2232, 2122, 17061, 2015, 1998, 15804, 2033, 2013, 1996, 10478, 3635, 1997, 21782, 2008, 6468, 2033, 2000, 1996, 6497, 1025, 1998, 1010, 1999, 23448, 1996, 2400, 1997, 3425, 1010, 1045, 4618, 2036, 7752, 2000, 2717, 1012, 102]"
122,122,frankenstein,"Then the appearance of death was distant, although the wish was ever present to my thoughts; and I often sat for hours motionless and speechless, wishing for some mighty revolution that might bury me and my destroyer in its ruins.",hopeless_empty_agony,"[101, 2059, 1996, 3311, 1997, 2331, 2001, 6802, 1010, 2348, 1996, 4299, 2001, 2412, 2556, 2000, 2026, 4301, 1025, 1998, 1045, 2411, 2938, 2005, 2847, 19917, 1998, 25146, 1010, 10261, 2005, 2070, 10478, 4329, 2008, 2453, 11010, 2033, 1998, 2026, 9799, 1999, 2049, 8435, 1012, 102]"
123,123,frankenstein,"On that night he had determined to consummate his crimes by my death. Well, be it so; a deadly struggle would then assuredly take place, in which if he were victorious I should be at peace and his power over me be at an end.",hopeless_empty_agony,"[101, 2006, 2008, 2305, 2002, 2018, 4340, 2000, 9530, 17421, 8585, 2010, 6997, 2011, 2026, 2331, 1012, 2092, 1010, 2022, 2009, 2061, 1025, 1037, 9252, 5998, 2052, 2059, 8916, 2135, 2202, 2173, 1010, 1999, 2029, 2065, 2002, 2020, 13846, 1045, 2323, 2022, 2012, 3521, 1998, 2010, 2373, 2058, 2033, 2022, 2012, 2019, 2203, 1012, 102]"
124,124,frankenstein,And now my wanderings began which are to cease but with life. I have traversed a vast portion of the earth and have endured all the hardships which travellers in deserts and barbarous countries are wont to meet. How I have lived I hardly know; many times have I stretched my failing limbs upon the sandy plain and prayed for death.,hopeless_empty_agony,"[101, 1998, 2085, 2026, 13071, 2015, 2211, 2029, 2024, 2000, 13236, 2021, 2007, 2166, 1012, 1045, 2031, 27797, 1037, 6565, 4664, 1997, 1996, 3011, 1998, 2031, 16753, 2035, 1996, 26479, 2015, 2029, 19284, 1999, 28858, 1998, 3347, 8237, 3560, 3032, 2024, 2180, 2102, 2000, 3113, 1012, 2129, 1045, 2031, 2973, 1045, 6684, 2113, 1025, 2116, 2335, 2031, 1045, 7121, 2026, 7989, 10726, 2588, 1996, 7525, 5810, 1998, 14283, 2005, 2331, 1012, 102]"
125,125,frankenstein,"If he were vanquished, I should be a free man. Alas! What freedom? Such as the peasant enjoys when his family have been massacred before his eyes, his cottage burnt, his lands laid waste, and he is turned adrift, homeless, penniless, and alone, but free. Such would be my liberty except that in my Elizabeth I possessed a treasure, alas, balanced by those horrors of remorse and guilt which would pursue me until death.",guilt_penance_self_loathing,"[101, 2065, 2002, 2020, 3158, 15549, 14740, 1010, 1045, 2323, 2022, 1037, 2489, 2158, 1012, 21862, 2015, 999, 2054, 4071, 1029, 2107, 2004, 1996, 14539, 15646, 2043, 2010, 2155, 2031, 2042, 9288, 2094, 2077, 2010, 2159, 1010, 2010, 9151, 11060, 1010, 2010, 4915, 4201, 5949, 1010, 1998, 2002, 2003, 2357, 4748, 16338, 1010, 11573, 1010, 9502, 9463, 4757, 1010, 1998, 2894, 1010, 2021, 2489, 1012, 2107, 2052, 2022, 2026, 7044, 3272, 2008, 1999, 2026, 3870, 1045, 8679, 1037, 8813, 1010, 21862, 2015, 1010, 12042, 2011, 2216, 22812, 1997, 23124, 1998, 8056, 2029, 2052, 7323, 2033, 2127, 2331, 1012, 102]"
126,126,frankenstein,"My thoughts and every feeling of my soul have been drunk up by the interest for my guest which this tale and his own elevated and gentle manners have created. I wish to soothe him, yet can I counsel one so infinitely miserable, so destitute of every hope of consolation, to live? Oh, no! The only joy that he can now know will be when he composes his shattered spirit to peace and death. ",hopeless_empty_agony,"[101, 2026, 4301, 1998, 2296, 3110, 1997, 2026, 3969, 2031, 2042, 7144, 2039, 2011, 1996, 3037, 2005, 2026, 4113, 2029, 2023, 6925, 1998, 2010, 2219, 8319, 1998, 7132, 14632, 2031, 2580, 1012, 1045, 4299, 2000, 28384, 2032, 1010, 2664, 2064, 1045, 9517, 2028, 2061, 25773, 13736, 1010, 2061, 4078, 3775, 24518, 1997, 2296, 3246, 1997, 24831, 1010, 2000, 2444, 1029, 2821, 1010, 2053, 999, 1996, 2069, 6569, 2008, 2002, 2064, 2085, 2113, 2097, 2022, 2043, 2002, 17202, 2015, 2010, 10909, 4382, 2000, 3521, 1998, 2331, 1012, 102]"
127,127,frankenstein,"Fear not that I shall be the instrument of future mischief. My work is nearly complete. Neither yours nor any man�s death is needed to consummate the series of my being and accomplish that which must be done, but it requires my own. Do not think that I shall be slow to perform this sacrifice. I shall quit your vessel on the ice raft which brought me thither and shall seek the most northern extremity of the globe; I shall collect my funeral pile and consume to ashes this miserable frame, that its remains may afford no light to any curious and unhallowed wretch who would create such another as I have been. ",guilt_penance_self_loathing,"[101, 3571, 2025, 2008, 1045, 4618, 2022, 1996, 6602, 1997, 2925, 25166, 1012, 2026, 2147, 2003, 3053, 3143, 1012, 4445, 6737, 4496, 2151, 16042, 2331, 2003, 2734, 2000, 9530, 17421, 8585, 1996, 2186, 1997, 2026, 2108, 1998, 14570, 2008, 2029, 2442, 2022, 2589, 1010, 2021, 2009, 5942, 2026, 2219, 1012, 2079, 2025, 2228, 2008, 1045, 4618, 2022, 4030, 2000, 4685, 2023, 8688, 1012, 1045, 4618, 8046, 2115, 6258, 2006, 1996, 3256, 21298, 2029, 2716, 2033, 16215, 8939, 2121, 1998, 4618, 6148, 1996, 2087, 2642, 4654, 7913, 16383, 1997, 1996, 7595, 1025, 1045, 4618, 8145, 2026, 6715, 8632, 1998, 16678, 2000, 11289, 2023, 13736, 4853, 1010, 2008, 2049, 3464, 2089, 8984, 2053, 2422, 2000, 2151, 8025, 1998, 4895, 9892, 15096, 23277, 3388, 2818, 2040, 2052, 3443, 2107, 2178, 2004, 1045, 2031, 2042, 1012, 102]"
128,128,frankenstein,"I shall die. I shall no longer feel the agonies which now consume me or be the prey of feelings unsatisfied, yet unquenched.",hopeless_empty_agony,"[101, 1045, 4618, 3280, 1012, 1045, 4618, 2053, 2936, 2514, 1996, 3283, 15580, 2029, 2085, 16678, 2033, 2030, 2022, 1996, 8336, 1997, 5346, 4895, 16846, 2483, 10451, 1010, 2664, 4895, 4226, 19282, 1012, 102]"
129,129,frankenstein,"I shall no longer see the sun or stars or feel the winds play on my cheeks. Light, feeling, and sense will pass away; and in this condition must I find my happiness.",hopeless_empty_agony,"[101, 1045, 4618, 2053, 2936, 2156, 1996, 3103, 2030, 3340, 2030, 2514, 1996, 7266, 2377, 2006, 2026, 6029, 1012, 2422, 1010, 3110, 1010, 1998, 3168, 2097, 3413, 2185, 1025, 1998, 1999, 2023, 4650, 2442, 1045, 2424, 2026, 8404, 1012, 102]"
130,130,frankenstein,"Some years ago, when the images which this world affords first opened upon me, when I felt the cheering warmth of summer and heard the rustling of the leaves and the warbling of the birds, and these were all to me, I should have wept to die; now it is my only consolation. Polluted by crimes and torn by the bitterest remorse, where can I find rest but in death?",hopeless_empty_agony,"[101, 2070, 2086, 3283, 1010, 2043, 1996, 4871, 2029, 2023, 2088, 8984, 2015, 2034, 2441, 2588, 2033, 1010, 2043, 1045, 2371, 1996, 24867, 8251, 1997, 2621, 1998, 2657, 1996, 29188, 1997, 1996, 3727, 1998, 1996, 2162, 9709, 1997, 1996, 5055, 1010, 1998, 2122, 2020, 2035, 2000, 2033, 1010, 1045, 2323, 2031, 24966, 2000, 3280, 1025, 2085, 2009, 2003, 2026, 2069, 24831, 1012, 8554, 12926, 2011, 6997, 1998, 7950, 2011, 1996, 8618, 4355, 23124, 1010, 2073, 2064, 1045, 2424, 2717, 2021, 1999, 2331, 1029, 102]"
131,131,frankenstein,"If thou wert yet alive and yet cherished a desire of revenge against me, it would be better satiated in my life than in my destruction. ",guilt_penance_self_loathing,"[101, 2065, 15223, 2057, 5339, 2664, 4142, 1998, 2664, 24188, 13295, 1037, 4792, 1997, 7195, 2114, 2033, 1010, 2009, 2052, 2022, 2488, 2938, 15070, 1999, 2026, 2166, 2084, 1999, 2026, 6215, 1012, 102]"
132,132,frankenstein,"But it was not so; thou didst seek my extinction, that I might not cause greater wretchedness; and if yet, in some mode unknown to me, thou hadst not ceased to think and feel, thou wouldst not desire against me a vengeance greater than that which I feel. ",guilt_penance_self_loathing,"[101, 2021, 2009, 2001, 2025, 2061, 1025, 15223, 2106, 3367, 6148, 2026, 14446, 1010, 2008, 1045, 2453, 2025, 3426, 3618, 23277, 29574, 2791, 1025, 1998, 2065, 2664, 1010, 1999, 2070, 5549, 4242, 2000, 2033, 1010, 15223, 2018, 3367, 2025, 7024, 2000, 2228, 1998, 2514, 1010, 15223, 2052, 3367, 2025, 4792, 2114, 2033, 1037, 14096, 3618, 2084, 2008, 2029, 1045, 2514, 1012, 102]"
133,133,frankenstein,"Blasted as thou wert, my agony was still superior to thine, for the bitter sting of remorse will not cease to rankle in my wounds until death shall close them for ever.",guilt_penance_self_loathing,"[101, 18461, 2004, 15223, 2057, 5339, 1010, 2026, 12812, 2001, 2145, 6020, 2000, 4857, 2063, 1010, 2005, 1996, 8618, 12072, 1997, 23124, 2097, 2025, 13236, 2000, 4635, 2571, 1999, 2026, 8710, 2127, 2331, 4618, 2485, 2068, 2005, 2412, 1012, 102]"
134,134,frankenstein,"�But soon,� he cried with sad and solemn enthusiasm, �I shall die, and what I now feel be no longer felt. Soon these burning miseries will be extinct. I shall ascend my funeral pile triumphantly and exult in the agony of the torturing flames. The light of that conflagration will fade away; my ashes will be swept into the sea by the winds. My spirit will sleep in peace, or if it thinks, it will not surely think thus. Farewell.�",hopeless_empty_agony,"[101, 2021, 2574, 1010, 2002, 6639, 2007, 6517, 1998, 19487, 12024, 1010, 1045, 4618, 3280, 1010, 1998, 2054, 1045, 2085, 2514, 2022, 2053, 2936, 2371, 1012, 2574, 2122, 5255, 28616, 28077, 2097, 2022, 8548, 1012, 1045, 4618, 2004, 23865, 2026, 6715, 8632, 25251, 2135, 1998, 4654, 11314, 1999, 1996, 12812, 1997, 1996, 17153, 16037, 7311, 1012, 1996, 2422, 1997, 2008, 9530, 10258, 8490, 8156, 2097, 12985, 2185, 1025, 2026, 11289, 2097, 2022, 7260, 2046, 1996, 2712, 2011, 1996, 7266, 1012, 2026, 4382, 2097, 3637, 1999, 3521, 1010, 2030, 2065, 2009, 6732, 1010, 2009, 2097, 2025, 7543, 2228, 2947, 1012, 13407, 1012, 102]"
135,135,thewish,"But I, the true murderer, felt the never-dying worm alive in my bosom, which allowed of no hope or consolation. ",guilt_penance_self_loathing,"[101, 2021, 1045, 1010, 1996, 2995, 13422, 1010, 2371, 1996, 2196, 1011, 5996, 15485, 4142, 1999, 2026, 8945, 25426, 1010, 2029, 3039, 1997, 2053, 3246, 2030, 24831, 1012, 102]"
136,136,frankenstein,"Elizabeth also wept and was unhappy, but hers also was the misery of innocence, which, like a cloud that passes over the fair moon, for a while hides but cannot tarnish its brightness. �I wish,� cried she, �that I were to die with you; I cannot live in this world of misery.�",romantic_reunion,"[101, 3870, 2036, 24966, 1998, 2001, 12511, 1010, 2021, 5106, 2036, 2001, 1996, 14624, 1997, 12660, 1010, 2029, 1010, 2066, 1037, 6112, 2008, 5235, 2058, 1996, 4189, 4231, 1010, 2005, 1037, 2096, 17382, 2021, 3685, 16985, 24014, 2049, 18295, 1012, 1045, 4299, 1010, 6639, 2016, 1010, 2008, 1045, 2020, 2000, 3280, 2007, 2017, 1025, 1045, 3685, 2444, 1999, 2023, 2088, 1997, 14624, 1012, 102]"
137,137,frankenstein,Anguish and despair had penetrated into the core of my heart; I bore a hell within me which nothing could extinguish.,hopeless_empty_agony,"[101, 21782, 1998, 13905, 2018, 21653, 2046, 1996, 4563, 1997, 2026, 2540, 1025, 1045, 8501, 1037, 3109, 2306, 2033, 2029, 2498, 2071, 4654, 3436, 27020, 2232, 1012, 102]"
138,138,frankenstein,"In that hour I should die and at once satisfy and extinguish his malice. The prospect did not move me to fear; yet when I thought of my beloved Elizabeth, of her tears and endless sorrow, when she should find her lover so barbarously snatched from her, tears, the first I had shed for many months, streamed from my eyes, and I resolved not to fall before my enemy without a bitter struggle.",romantic_reunion,"[101, 1999, 2008, 3178, 1045, 2323, 3280, 1998, 2012, 2320, 13225, 1998, 4654, 3436, 27020, 2232, 2010, 28238, 1012, 1996, 9824, 2106, 2025, 2693, 2033, 2000, 3571, 1025, 2664, 2043, 1045, 2245, 1997, 2026, 11419, 3870, 1010, 1997, 2014, 4000, 1998, 10866, 14038, 1010, 2043, 2016, 2323, 2424, 2014, 7089, 2061, 3347, 8237, 13453, 14177, 2013, 2014, 1010, 4000, 1010, 1996, 2034, 1045, 2018, 8328, 2005, 2116, 2706, 1010, 18498, 2013, 2026, 2159, 1010, 1998, 1045, 10395, 2025, 2000, 2991, 2077, 2026, 4099, 2302, 1037, 8618, 5998, 1012, 102]"
139,139,hamlet,"To be, or not to be, that is the question: Whether �tis nobler in the mind to suffer The slings and arrows of outrageous fortune, Or to take arms against a sea of troubles, And by opposing end them? To die�to sleep, No more; and by a sleep to say we end The heart-ache, and the thousand natural shocks That flesh is heir to: �tis a consummation Devoutly to be wish�d. To die, to sleep. To sleep, perchance to dream",hopeless_empty_agony,"[101, 2000, 2022, 1010, 2030, 2025, 2000, 2022, 1010, 2008, 2003, 1996, 3160, 1024, 3251, 22320, 7015, 2099, 1999, 1996, 2568, 2000, 9015, 1996, 27076, 2015, 1998, 12563, 1997, 25506, 7280, 1010, 2030, 2000, 2202, 2608, 2114, 1037, 2712, 1997, 13460, 1010, 1998, 2011, 10078, 2203, 2068, 1029, 2000, 8738, 2080, 3637, 1010, 2053, 2062, 1025, 1998, 2011, 1037, 3637, 2000, 2360, 2057, 2203, 1996, 2540, 1011, 12336, 1010, 1998, 1996, 4595, 3019, 28215, 2008, 5771, 2003, 8215, 2000, 1024, 22320, 1037, 9530, 17421, 28649, 26092, 2135, 2000, 2022, 4299, 2094, 1012, 2000, 3280, 1010, 2000, 3637, 1012, 2000, 3637, 1010, 21836, 6651, 2000, 3959, 102]"
140,140,hamlet," O that this too too solid flesh would melt, Thaw, and resolve itself into a dew! ",hopeless_empty_agony,"[101, 1051, 2008, 2023, 2205, 2205, 5024, 5771, 2052, 14899, 1010, 22794, 2860, 1010, 1998, 10663, 2993, 2046, 1037, 24903, 999, 102]"
141,141,hamlet,Or that the Everlasting had not fix�d His canon �gainst self-slaughter.,cowardice_foolish_unpleasant,"[101, 2030, 2008, 1996, 2412, 8523, 3436, 2018, 2025, 8081, 2094, 2010, 9330, 12154, 2102, 2969, 1011, 14574, 1012, 102]"
142,142,hamlet," O God! O God! How weary, stale, flat, and unprofitable Seem to me all the uses of this world! Fie on�t! Oh fie! �tis an unweeded garden That grows to seed; things rank and gross in nature Possess it merely.",hopeless_empty_agony,"[101, 1051, 2643, 999, 1051, 2643, 999, 2129, 16040, 1010, 26729, 1010, 4257, 1010, 1998, 4895, 21572, 8873, 10880, 4025, 2000, 2033, 2035, 1996, 3594, 1997, 2023, 2088, 999, 10882, 2063, 2006, 2102, 999, 2821, 10882, 2063, 999, 22320, 2019, 4895, 18041, 2098, 3871, 2008, 7502, 2000, 6534, 1025, 2477, 4635, 1998, 7977, 1999, 3267, 10295, 2009, 6414, 1012, 102]"
143,143,hamlet,"For who would bear the whips and scorns of time, The oppressor�s wrong, the proud man�s contumely, The pangs of dispriz�d love, the law�s delay, The insolence of office, and the spurns That patient merit of the unworthy takes, When he himself might his quietus make With a bare bodkin? Who would these fardels bear, To grunt and sweat under a weary life",hopeless_empty_agony,"[101, 2005, 2040, 2052, 4562, 1996, 11473, 2015, 1998, 8040, 9691, 2015, 1997, 2051, 1010, 1996, 6728, 20110, 5668, 3308, 1010, 1996, 7098, 16042, 9530, 11667, 26006, 1010, 1996, 20657, 2015, 1997, 4487, 13102, 21885, 2094, 2293, 1010, 1996, 4277, 8536, 1010, 1996, 16021, 9890, 5897, 1997, 2436, 1010, 1998, 1996, 12996, 3619, 2008, 5776, 7857, 1997, 1996, 4895, 13966, 3138, 1010, 2043, 2002, 2370, 2453, 2010, 4251, 2271, 2191, 2007, 1037, 6436, 8945, 2094, 4939, 1029, 2040, 2052, 2122, 2521, 9247, 2015, 4562, 1010, 2000, 20696, 1998, 7518, 2104, 1037, 16040, 2166, 102]"
144,144,hamlet,"Her death was doubtful; And but that great command o�ersways the order, She should in ground unsanctified have lodg�d Till the last trumpet.",cowardice_foolish_unpleasant,"[101, 2014, 2331, 2001, 21888, 1025, 1998, 2021, 2008, 2307, 3094, 1051, 2545, 14035, 1996, 2344, 1010, 2016, 2323, 1999, 2598, 4895, 8791, 6593, 7810, 2031, 8840, 2094, 2290, 2094, 6229, 1996, 2197, 9368, 1012, 102]"
145,145,hamlet," For charitable prayers, Shards, flints, and pebbles should be thrown on her. Yet here she is allowed her virgin rites, Her maiden strewments, and the bringing home Of bell and burial.",cowardice_foolish_unpleasant,"[101, 2005, 11128, 12583, 1010, 23327, 1010, 13493, 2015, 1010, 1998, 28962, 2323, 2022, 6908, 2006, 2014, 1012, 2664, 2182, 2016, 2003, 3039, 2014, 6261, 17105, 1010, 2014, 10494, 2358, 15603, 8163, 1010, 1998, 1996, 5026, 2188, 1997, 4330, 1998, 8940, 1012, 102]"
146,146,hamlet,We should profane the service of the dead To sing sage requiem and such rest to her As to peace-parted souls.,cowardice_foolish_unpleasant,"[101, 2057, 2323, 11268, 7231, 1996, 2326, 1997, 1996, 2757, 2000, 6170, 10878, 21199, 1998, 2107, 2717, 2000, 2014, 2004, 2000, 3521, 1011, 10277, 9293, 1012, 102]"
147,147,judetheobscure,"What was he reserved for? He supposed he was not a sufficiently dignified person for suicide. Peaceful death abhorred him as a subject, and would not take him.",noble_agented,"[101, 2054, 2001, 2002, 9235, 2005, 1029, 2002, 4011, 2002, 2001, 2025, 1037, 12949, 10667, 25201, 2711, 2005, 5920, 1012, 9379, 2331, 11113, 16368, 5596, 2032, 2004, 1037, 3395, 1010, 1998, 2052, 2025, 2202, 2032, 1012, 102]"
148,148,judetheobscure,"
What could he do of a lower kind than self-extermination; what was there less noble, more in keeping with his present degraded position? He could get drunk. Of course that was it; he had forgotten. Drinking was the regular, stereotyped resource of the despairing worthless. ",noble_agented,"[101, 2054, 2071, 2002, 2079, 1997, 1037, 2896, 2785, 2084, 2969, 1011, 4654, 3334, 22311, 3508, 1025, 2054, 2001, 2045, 2625, 7015, 1010, 2062, 1999, 4363, 2007, 2010, 2556, 26131, 2597, 1029, 2002, 2071, 2131, 7144, 1012, 1997, 2607, 2008, 2001, 2009, 1025, 2002, 2018, 6404, 1012, 5948, 2001, 1996, 3180, 1010, 12991, 13874, 2094, 7692, 1997, 1996, 13905, 2075, 22692, 1012, 102]"
149,149,judetheobscure,"The probability held by the parents later on, when they were able to reason on the case, was that the elder boy, on waking, looked into the outer room for Sue, and, finding her absent, was thrown into a fit of aggravated despondency that the events and information of the evening before had induced in his morbid temperament.",romantic_reunion,"[101, 1996, 9723, 2218, 2011, 1996, 3008, 2101, 2006, 1010, 2043, 2027, 2020, 2583, 2000, 3114, 2006, 1996, 2553, 1010, 2001, 2008, 1996, 6422, 2879, 1010, 2006, 12447, 1010, 2246, 2046, 1996, 6058, 2282, 2005, 9790, 1010, 1998, 1010, 4531, 2014, 9962, 1010, 2001, 6908, 2046, 1037, 4906, 1997, 25817, 4078, 26029, 4181, 5666, 2008, 1996, 2824, 1998, 2592, 1997, 1996, 3944, 2077, 2018, 10572, 1999, 2010, 22822, 17062, 26270, 1012, 102]"
150,150,judetheobscure,"Moreover a piece of paper was found upon the floor, on which was written, in the boy�s hand, with the bit of lead pencil that he carried: ""Done because we are too menny."" At sight of this Sue�s nerves utterly gave way, an awful conviction that her discourse with the boy had been the main cause of the tragedy, throwing her into a convulsive agony which knew no abatement.",hopeless_empty_agony,"[101, 9308, 1037, 3538, 1997, 3259, 2001, 2179, 2588, 1996, 2723, 1010, 2006, 2029, 2001, 2517, 1010, 1999, 1996, 3337, 2192, 1010, 2007, 1996, 2978, 1997, 2599, 14745, 2008, 2002, 3344, 1024, 1000, 2589, 2138, 2057, 2024, 2205, 2273, 4890, 1012, 1000, 2012, 4356, 1997, 2023, 9790, 2015, 10627, 12580, 2435, 2126, 1010, 2019, 9643, 10652, 2008, 2014, 15152, 2007, 1996, 2879, 2018, 2042, 1996, 2364, 3426, 1997, 1996, 10576, 1010, 6886, 2014, 2046, 1037, 9530, 19722, 4877, 3512, 12812, 2029, 2354, 2053, 19557, 18532, 4765, 1012, 102]"
151,151,judetheobscure,�It was in his nature to do it. The Doctor says there are such boys springing up amongst us�boys of a sort unknown in the last generation�the outcome of new views of life. They seem to see all its terrors before they are old enough to have staying power to resist them.�,hopeless_empty_agony,"[101, 2009, 2001, 1999, 2010, 3267, 2000, 2079, 2009, 1012, 1996, 3460, 2758, 2045, 2024, 2107, 3337, 3500, 2075, 2039, 5921, 18833, 27153, 1997, 1037, 4066, 4242, 1999, 1996, 2197, 4245, 10760, 9560, 1997, 2047, 5328, 1997, 2166, 1012, 2027, 4025, 2000, 2156, 2035, 2049, 7404, 2015, 2077, 2027, 2024, 2214, 2438, 2000, 2031, 6595, 2373, 2000, 9507, 2068, 1012, 102]"
152,152,judetheobscure,"�Ah; but it was I who incited him really, though I didn�t know I was doing it! I talked to the child as one should only talk to people of mature age. I said the world was against us, that it was better to be out of life than in it at this price; and he took it literally.""",hopeless_empty_agony,"[101, 6289, 1025, 2021, 2009, 2001, 1045, 2040, 4297, 17572, 2032, 2428, 1010, 2295, 1045, 2134, 2102, 2113, 1045, 2001, 2725, 2009, 999, 1045, 5720, 2000, 1996, 2775, 2004, 2028, 2323, 2069, 2831, 2000, 2111, 1997, 9677, 2287, 1012, 1045, 2056, 1996, 2088, 2001, 2114, 2149, 1010, 2008, 2009, 2001, 2488, 2000, 2022, 2041, 1997, 2166, 2084, 1999, 2009, 2012, 2023, 3976, 1025, 1998, 2002, 2165, 2009, 6719, 1012, 1000, 102]"
153,153,judetheobscure,"�Yes,� replied Jude. �Some say that the elders should rejoice when their children die in infancy.�",noble_agented,"[101, 2748, 1010, 3880, 12582, 1012, 2070, 2360, 2008, 1996, 13376, 2323, 2128, 5558, 6610, 2043, 2037, 2336, 3280, 1999, 22813, 1012, 102]"
